UID,Humidity,Temperature,Age,Quantity,MTTF 
3159,17.21,88.13,10,69477,556
3160,69.66,83.54,10,30779,270
3161,48.04,49.72,4,65910,322
3162,10.0,89.09,10,51334,440
3163,35.39,73.85,15,62062,172
3164,52.86,81.15,5,43032,198
3165,15.82,69.29,7,25308,177
3166,65.29,82.64,13,54900,559
3167,48.29,75.07,6,47369,502
3168,35.85,72.57,11,44377,140
3169,36.06,37.58,16,33367,299
3170,27.05,87.55,16,44048,349
3171,10.56,94.22,4,26068,380
3172,17.4,49.67,12,74789,377
3173,83.65,76.33,9,47624,278
3174,82.69,49.47,10,35413,62
3175,93.22,78.27,6,71722,236
3176,22.06,71.68,16,41719,101
3177,86.97,92.47,4,64420,330
3178,67.14,52.62,12,44691,225
3179,96.37,66.13,15,76393,553
3180,45.4,90.74,15,70538,329
3181,80.57,70.22,13,41670,145
3182,73.87,43.46,15,36305,530
3183,30.43,56.7,4,44618,216
3184,57.41,38.95,16,32395,280
3185,44.97,79.76,3,36651,200
3186,61.39,76.47,14,36238,394
3187,26.42,73.28,14,79021,266
3188,67.51,47.95,7,38691,506
3189,61.51,37.18,16,52827,386
3190,46.94,75.36,11,76055,343
3191,12.59,73.95,13,60815,355
3192,97.94,78.1,10,36252,51
3193,82.75,83.73,3,49095,74
3194,64.4,47.48,16,69280,90
3195,6.5,53.13,12,36657,209
3196,47.13,70.78,9,29540,378
3197,68.8,79.61,15,77435,569
3198,26.02,69.85,4,34708,111
3199,99.14,90.19,17,64366,171
3200,28.82,87.1,14,27292,420
3201,77.98,72.54,5,25151,161
3202,80.42,78.45,12,62695,64
3203,98.09,75.37,11,36080,236
3204,23.42,82.5,3,23905,88
3205,94.49,87.19,6,69964,237
3206,34.5,59.37,7,78733,182
3207,47.95,65.82,12,65282,467
3208,40.28,47.98,11,71978,210
3209,74.36,58.02,13,31576,135
3210,41.58,83.55,16,28940,126
3211,46.63,66.13,16,34605,478
3212,60.02,61.88,11,45199,467
3213,38.65,47.12,10,44206,453
3214,83.0,73.02,15,61364,204
3215,5.28,50.34,4,50752,113
3216,9.13,80.18,12,26077,424
3217,12.34,41.08,7,76933,545
3218,99.97,87.91,14,51107,111
3219,95.46,49.75,11,30729,571
3220,12.35,87.22,10,58493,98
3221,45.89,80.97,5,43270,492
3222,74.14,43.47,9,36362,126
3223,14.55,79.03,12,37083,166
3224,10.48,71.8,1,34706,166
3225,54.74,93.23,3,35443,193
3226,61.82,56.88,13,37244,216
3227,44.67,81.97,2,37401,203
3228,28.29,65.08,11,37195,414
3229,83.97,52.48,15,33852,253
3230,80.72,94.83,6,53347,494
3231,9.05,57.55,4,62735,371
3232,41.52,86.71,3,28214,427
3233,60.41,37.76,2,29232,139
3234,99.76,48.61,9,38118,214
3235,14.01,82.81,15,30501,515
3236,56.37,48.15,6,77539,555
3237,86.98,42.76,2,28835,205
3238,56.94,77.36,11,41753,442
3239,42.95,44.48,6,65452,241
3240,87.15,51.46,6,68338,262
3241,58.09,36.08,16,32330,414
3242,97.9,52.79,2,67080,177
3243,66.88,94.73,7,75954,62
3244,65.87,70.33,8,37193,127
3245,52.85,83.69,8,44491,73
3246,7.95,74.01,10,74127,159
3247,62.18,52.19,14,71984,460
3248,10.86,68.13,2,79223,363
3249,88.53,65.03,14,26541,165
3250,13.75,71.22,4,26495,97
3251,43.85,52.89,2,29616,558
3252,89.94,39.22,4,76673,228
3253,9.62,56.82,14,65646,560
3254,69.06,52.84,2,71509,437
3255,46.41,65.13,8,47654,392
3256,47.39,56.47,2,74805,307
3257,11.69,84.6,11,77682,151
3258,22.76,82.86,4,76851,216
3259,50.71,74.8,9,57901,261
3260,24.65,92.4,14,56021,143
3261,63.84,74.36,4,79119,458
3262,56.64,61.87,12,70982,547
3263,17.22,86.01,11,64587,534
3264,81.41,40.13,12,69341,212
3265,44.92,37.79,8,34332,467
3266,46.15,67.43,9,77528,169
3267,48.46,76.77,6,78484,454
3268,57.1,35.13,6,78949,553
3269,50.21,51.36,14,35870,140
3270,87.87,58.61,12,71434,342
3271,35.67,78.82,13,30330,365
3272,19.18,43.76,9,23883,115
3273,23.21,85.35,15,27137,499
3274,21.58,53.92,8,45889,52
3275,59.79,73.9,6,38482,203
3276,92.3,37.55,12,75919,442
3277,56.82,46.43,10,76139,463
3278,5.36,73.99,10,46173,219
3279,98.93,93.27,10,51928,416
3280,14.83,71.4,1,61577,84
3281,14.46,57.58,15,31900,311
3282,41.44,75.39,10,65239,203
3283,46.33,62.0,1,51939,542
3284,33.57,68.87,13,55205,392
3285,7.62,54.61,9,60546,455
3286,57.99,35.96,6,39401,163
3287,82.4,91.18,14,43030,100
3288,10.48,71.21,4,64553,102
3289,69.01,67.39,14,45261,239
3290,32.43,57.58,6,23783,456
3291,97.2,72.45,9,62875,501
3292,78.5,73.79,6,26912,290
3293,18.57,65.99,8,54231,459
3294,58.84,53.24,12,62839,102
3295,18.96,94.34,4,45476,291
3296,44.67,62.64,17,46645,104
3297,30.26,45.62,10,30970,402
3298,27.88,40.36,14,60091,531
3299,21.33,72.49,16,24472,366
3300,68.28,93.43,15,39338,108
3301,73.97,36.16,6,32397,454
3302,9.73,55.45,1,29923,236
3303,79.07,41.94,10,70386,412
3304,41.55,93.78,12,77123,78
3305,82.49,82.9,12,41830,576
3306,81.56,51.26,8,64169,163
3307,88.8,48.39,7,60869,292
3308,32.83,36.54,4,67781,558
3309,73.91,65.84,4,46518,527
3310,11.49,40.18,11,26854,170
3311,76.28,77.13,12,29155,88
3312,7.07,92.55,15,41670,414
3313,21.51,51.29,6,79791,571
3314,38.15,54.45,5,29780,111
3315,96.05,54.29,8,34022,114
3316,50.93,69.39,11,28187,238
3317,17.01,75.9,2,27857,262
3318,92.37,66.66,15,79611,571
3319,19.49,65.51,6,30001,449
3320,26.19,66.69,6,63489,186
3321,10.4,85.27,14,57128,295
3322,24.27,63.49,13,59803,330
3323,66.2,78.27,7,74356,183
3324,8.64,37.47,10,34316,194
3325,48.79,75.35,8,36511,243
3326,47.56,41.9,16,76861,176
3327,61.85,71.56,10,32913,63
3328,94.55,66.04,11,48049,182
3329,37.28,84.16,3,73411,119
3330,15.39,82.67,6,70995,295
3331,22.95,68.21,3,24377,381
3332,87.23,41.25,11,74855,319
3333,68.61,80.38,12,41367,533
3334,64.36,47.27,17,52132,252
3335,13.58,78.93,11,35391,513
3336,37.66,47.02,7,34369,497
3337,35.92,82.49,3,49368,576
3338,25.36,83.69,9,52669,396
3339,88.87,73.88,12,66727,439
3340,39.74,83.56,7,69151,282
3341,48.88,55.23,13,30461,212
3342,15.47,39.19,12,63303,66
3343,75.51,49.19,16,23807,87
3344,63.04,54.48,7,65522,100
3345,89.0,72.99,13,69682,565
3346,7.67,64.19,11,55135,457
3347,34.04,47.78,17,72909,327
3348,19.67,85.58,6,43949,373
3349,23.66,77.7,14,25155,498
3350,73.44,49.27,16,28347,83
3351,75.73,57.36,6,79917,525
3352,82.9,85.15,5,66252,199
3353,71.09,90.51,12,62657,308
3354,45.89,90.94,2,40835,473
3355,84.09,56.63,8,30964,413
3356,22.31,42.1,7,59432,425
3357,87.17,74.55,10,56705,229
3358,45.85,53.61,11,33939,421
3359,55.51,87.62,11,37592,490
3360,44.29,35.05,3,75411,88
3361,72.02,48.11,11,37286,413
3362,11.1,59.19,2,46990,311
3363,40.47,51.81,6,60461,533
3364,29.96,89.83,15,62979,427
3365,52.46,67.86,14,58949,475
3366,56.77,61.87,14,66744,405
3367,18.56,49.26,14,49228,531
3368,87.84,60.78,15,40274,90
3369,22.54,82.04,4,49752,270
3370,72.16,44.52,1,43609,495
3371,93.93,49.04,7,72436,355
3372,65.84,93.28,14,39234,525
3373,41.92,88.29,7,55739,132
3374,58.42,94.4,9,38126,539
3375,88.66,58.07,9,66601,300
3376,19.68,62.53,8,56927,66
3377,51.12,52.75,10,38174,455
3378,68.67,49.47,13,40078,242
3379,24.66,51.65,8,58590,367
3380,92.17,84.74,12,52388,127
3381,26.03,55.28,14,25793,189
3382,33.31,81.55,5,23510,383
3383,29.29,66.88,8,52539,493
3384,37.56,65.54,3,28401,388
3385,25.95,93.89,15,47293,399
3386,50.46,51.44,2,65806,214
3387,98.61,76.5,6,78274,448
3388,79.81,54.4,13,55298,550
3389,73.84,50.98,3,56844,424
3390,67.48,70.87,4,64551,437
3391,30.64,47.62,15,64460,199
3392,48.11,83.75,5,58967,457
3393,59.69,53.65,7,63506,92
3394,82.18,75.71,11,60386,426
3395,79.03,77.6,8,42130,389
3396,5.34,62.19,14,61558,268
3397,17.71,81.05,1,49111,479
3398,14.12,93.28,11,48229,126
3399,10.53,78.93,7,56097,552
3400,35.03,45.99,10,31536,317
3401,67.1,71.03,5,68917,263
3402,74.84,89.88,4,32986,560
3403,77.66,36.03,11,24079,440
3404,13.23,66.97,6,25689,539
3405,61.28,66.2,6,76086,340
3406,81.43,52.16,2,74569,88
3407,34.45,42.4,17,62944,479
3408,39.33,89.41,8,75176,373
3409,66.42,48.14,16,68522,531
3410,98.37,67.03,3,30970,544
3411,30.59,59.5,6,25688,441
3412,48.88,64.01,5,46872,76
3413,95.38,74.75,4,54746,310
3414,89.64,52.39,15,70566,84
3415,71.76,36.41,14,33036,229
3416,81.48,47.66,4,41904,577
3417,29.74,88.62,8,57163,198
3418,78.63,84.9,14,76396,413
3419,50.48,71.09,11,40412,294
3420,69.72,81.01,10,75925,95
3421,64.77,82.41,11,77026,580
3422,59.55,57.66,10,29119,142
3423,27.41,80.21,15,78111,124
3424,67.19,37.34,12,35043,384
3425,8.02,53.47,7,73856,58
3426,95.87,39.85,10,66234,544
3427,91.43,72.89,16,77068,584
3428,72.16,61.01,9,78696,181
3429,61.51,63.27,5,58157,483
3430,19.63,39.6,1,45939,185
3431,68.76,35.75,14,50408,401
3432,26.12,86.4,5,57596,349
3433,42.32,65.55,8,44248,80
3434,90.21,76.58,16,76801,568
3435,27.03,72.03,5,31525,149
3436,25.87,88.43,14,58502,80
3437,54.41,68.68,10,50123,274
3438,71.61,56.55,4,40923,104
3439,11.36,40.94,12,73098,428
3440,46.71,78.85,4,76507,404
3441,28.23,70.21,8,57462,232
3442,78.51,82.13,17,32061,500
3443,93.48,35.92,3,45657,544
3444,97.06,54.21,11,59323,402
3445,97.92,91.02,10,32727,104
3446,49.81,71.67,4,66703,249
3447,5.22,61.94,9,73273,517
3448,12.67,36.86,15,69497,295
3449,65.97,43.58,10,68310,352
3450,94.64,45.98,14,35053,385
3451,39.8,77.01,7,77777,190
3452,59.35,47.85,9,76322,499
3453,27.52,35.53,5,29030,306
3454,99.15,52.91,9,40797,484
3455,24.14,43.67,3,78504,287
3456,40.43,60.06,2,28913,562
3457,36.69,60.16,2,79313,144
3458,36.5,59.77,12,75202,407
3459,56.15,57.42,6,66054,448
3460,56.81,92.68,14,55770,244
3461,61.76,83.43,8,27677,159
3462,18.27,85.83,7,63608,183
3463,71.25,63.47,6,64657,437
3464,92.52,58.67,15,61677,400
3465,75.69,88.65,8,61480,349
3466,91.54,90.83,10,75899,365
3467,8.25,71.62,9,69542,372
3468,77.69,40.73,6,34482,154
3469,8.91,51.36,10,66582,466
3470,88.92,40.86,14,34952,304
3471,54.6,79.67,6,29228,559
3472,66.03,38.69,16,26183,483
3473,91.49,39.07,13,68553,302
3474,86.37,86.91,5,38448,486
3475,73.42,79.04,3,44372,541
3476,81.63,41.3,16,62010,255
3477,53.9,40.48,16,27531,217
3478,65.37,87.79,13,74070,223
3479,78.74,88.68,13,33028,584
3480,14.25,68.12,2,25235,519
3481,72.15,84.24,8,53042,472
3482,49.13,46.95,9,48733,497
3483,50.66,93.28,3,30553,446
3484,91.96,71.16,9,63832,180
3485,72.53,56.44,11,76453,189
3486,89.07,83.38,13,26692,129
3487,10.27,54.85,15,44768,85
3488,94.89,53.87,13,36042,312
3489,63.79,57.29,16,63504,355
3490,87.41,60.13,2,46666,340
3491,95.12,67.57,15,27091,548
3492,28.98,59.02,3,77680,351
3493,11.53,58.5,8,53360,217
3494,14.02,69.5,5,25193,228
3495,48.72,61.41,15,46664,219
3496,16.42,65.01,17,57396,227
3497,40.24,40.28,7,24580,114
3498,27.43,41.59,2,31330,83
3499,88.23,79.9,10,42901,215
3500,85.33,42.75,15,37430,399
3501,77.71,50.26,4,54709,529
3502,92.48,66.52,11,69139,247
3503,37.44,70.42,6,23174,64
3504,86.0,81.89,8,24630,111
3505,97.0,56.91,7,37675,491
3506,61.87,80.13,4,38235,455
3507,7.78,51.32,6,53667,66
3508,20.07,76.42,5,38647,496
3509,41.48,70.94,5,43156,483
3510,40.62,76.78,8,57900,576
3511,74.23,48.65,10,30499,313
3512,91.76,89.72,10,65182,527
3513,72.35,44.59,5,33438,62
3514,86.41,91.75,6,27862,253
3515,84.24,37.35,15,26150,539
3516,66.72,53.07,3,76530,142
3517,34.29,70.95,15,67552,70
3518,24.15,38.39,5,45718,428
3519,83.96,81.26,12,34617,515
3520,80.26,80.41,9,79463,365
3521,17.19,38.1,10,76625,274
3522,18.52,52.04,13,34732,444
3523,39.53,74.24,13,66512,497
3524,83.44,47.77,17,63281,124
3525,41.21,56.27,14,57151,141
3526,71.88,82.8,14,42745,114
3527,48.83,49.36,3,38698,51
3528,30.02,38.39,11,24368,184
3529,16.82,55.27,1,29226,188
3530,27.84,42.1,1,65969,318
3531,75.23,64.67,14,69951,551
3532,79.28,82.8,13,63915,371
3533,90.72,76.15,8,23072,392
3534,20.51,45.27,9,27688,267
3535,57.06,72.68,9,35979,450
3536,99.37,57.32,13,68770,538
3537,89.68,77.64,6,45358,105
3538,54.62,52.15,9,30751,275
3539,92.01,83.83,12,70055,499
3540,66.56,37.76,2,51525,572
3541,11.06,89.8,2,63171,261
3542,47.37,64.15,10,64175,257
3543,81.07,83.16,1,30242,297
3544,75.66,71.14,16,77839,225
3545,51.28,43.99,15,57401,481
3546,34.39,75.98,12,60980,495
3547,26.71,78.04,10,54151,274
3548,59.26,65.39,1,43813,132
3549,45.96,87.36,4,24762,104
3550,92.33,94.68,12,65103,107
3551,65.03,47.66,5,38637,199
3552,91.76,74.73,6,60861,359
3553,20.92,70.4,14,47678,482
3554,18.58,84.14,6,44914,113
3555,69.63,91.45,11,70977,107
3556,35.91,83.92,9,53188,566
3557,40.68,85.48,11,69096,93
3558,96.59,74.2,7,38664,387
3559,82.0,61.77,2,69663,62
3560,16.14,39.39,5,31615,201
3561,37.98,70.92,17,45751,516
3562,35.45,52.44,11,25138,357
3563,19.75,55.64,8,63137,135
3564,32.93,67.84,12,32189,356
3565,91.78,37.14,5,40525,157
3566,12.62,83.65,14,25126,117
3567,55.8,82.45,3,63028,243
3568,69.12,45.8,4,78308,60
3569,9.21,52.88,6,72783,147
3570,43.46,88.51,12,44280,95
3571,16.98,55.08,12,63740,483
3572,86.69,62.28,12,38135,533
3573,84.35,43.17,6,71149,143
3574,18.65,63.79,15,28149,463
3575,78.75,56.59,13,52468,89
3576,98.78,57.47,17,46856,238
3577,53.36,46.59,3,67212,148
3578,65.43,37.85,10,24694,264
3579,48.68,66.35,3,65061,140
3580,41.08,85.13,15,51927,474
3581,33.13,67.12,9,55925,151
3582,57.72,58.75,7,79861,301
3583,39.21,44.85,7,52944,189
3584,76.05,56.75,16,38116,158
3585,48.47,70.63,11,77232,159
3586,17.7,57.8,3,32523,453
3587,86.18,73.94,3,48808,351
3588,92.31,64.27,16,67964,172
3589,51.43,72.77,6,60820,439
3590,65.25,86.14,15,51930,293
3591,89.73,80.01,15,55076,173
3592,65.6,40.83,11,77771,67
3593,41.75,56.19,7,75047,140
3594,48.73,68.83,13,69129,411
3595,37.11,72.41,9,72196,234
3596,37.86,71.05,8,29740,346
3597,44.77,80.82,7,23119,143
3598,98.82,92.63,11,77553,546
3599,25.34,61.52,10,69835,442
3600,67.78,48.8,10,35188,234
3601,90.26,94.22,13,45380,527
3602,87.94,43.17,11,70247,212
3603,55.51,46.42,10,34430,193
3604,15.85,47.21,7,32519,495
3605,10.09,65.54,16,53183,418
3606,36.94,80.88,11,78126,201
3607,98.49,76.45,9,25783,247
3608,29.47,91.21,10,61959,105
3609,72.53,40.94,4,61766,207
3610,35.63,37.24,2,52784,280
3611,48.51,57.79,8,75807,54
3612,6.63,48.65,8,48967,145
3613,87.56,66.95,2,74511,111
3614,31.59,36.86,8,40033,369
3615,88.29,66.7,5,69633,79
3616,12.02,90.17,11,38386,509
3617,66.61,55.09,5,79921,172
3618,68.62,76.91,9,46697,408
3619,77.65,94.28,13,66547,338
3620,12.54,76.1,11,63000,137
3621,8.72,87.11,4,48149,419
3622,52.82,73.12,14,70177,438
3623,13.1,85.09,3,48671,532
3624,95.23,72.68,3,37830,574
3625,80.89,64.76,14,45925,279
3626,74.23,51.17,10,63756,387
3627,39.65,62.67,3,31377,468
3628,21.02,78.95,9,38118,385
3629,98.41,55.88,8,26866,99
3630,6.23,94.61,2,36583,561
3631,85.88,48.24,16,25654,331
3632,43.7,89.5,6,43062,246
3633,90.7,49.79,12,57271,488
3634,69.15,69.25,11,79977,477
3635,96.14,58.54,14,35133,552
3636,97.66,93.18,2,72883,97
3637,12.33,42.04,8,28711,531
3638,48.98,37.66,2,46139,74
3639,17.25,71.78,2,32703,113
3640,42.26,74.31,10,43988,60
3641,35.52,49.46,10,68767,67
3642,21.93,46.31,6,71994,64
3643,81.75,53.01,6,45747,567
3644,98.22,91.99,13,68542,293
3645,17.66,61.81,14,51943,517
3646,60.4,52.03,2,27730,584
3647,83.03,73.86,12,63872,575
3648,22.19,40.5,17,64596,488
3649,94.81,50.59,7,53445,154
3650,28.68,73.06,4,50554,178
3651,24.18,93.91,3,54814,317
3652,95.8,79.9,10,46647,137
3653,82.81,91.17,15,57313,227
3654,40.5,58.44,15,57448,126
3655,93.77,73.02,8,78188,419
3656,11.02,81.62,17,72551,54
3657,96.01,44.74,2,24548,154
3658,98.54,59.26,8,30709,148
3659,30.17,72.14,9,32585,84
3660,19.28,59.66,15,43917,574
3661,36.67,50.79,3,64996,379
3662,94.08,85.09,15,77177,356
3663,41.92,56.17,12,51539,461
3664,30.47,78.35,13,32031,216
3665,20.7,52.61,2,31339,301
3666,43.03,74.61,3,79447,283
3667,29.42,42.8,9,24695,336
3668,98.25,51.15,16,53308,395
3669,15.07,51.45,16,41985,337
3670,14.23,72.64,11,76477,206
3671,24.95,56.59,13,39822,52
3672,8.43,40.43,15,57215,536
3673,85.49,36.5,11,54577,568
3674,84.93,58.74,8,49804,88
3675,95.95,79.06,12,43364,563
3676,48.64,93.49,12,48905,361
3677,44.29,72.96,10,74902,555
3678,30.55,76.01,9,37313,74
3679,79.28,66.27,16,37931,226
3680,89.08,52.01,16,35037,64
3681,27.46,76.41,5,64284,296
3682,22.35,67.81,17,55552,264
3683,38.21,78.22,3,48338,380
3684,40.82,36.61,4,24594,375
3685,30.92,87.87,12,33407,67
3686,19.94,68.75,14,47252,241
3687,39.62,86.11,15,30783,342
3688,56.81,76.82,15,25646,78
3689,78.3,71.83,7,43168,353
3690,99.46,51.66,3,74117,91
3691,73.97,40.81,9,41688,497
3692,20.93,55.4,8,33791,66
3693,31.48,73.61,15,45014,325
3694,27.88,37.39,4,72379,82
3695,82.83,48.16,5,42283,428
3696,64.21,64.86,7,30603,78
3697,66.86,38.56,4,42084,62
3698,83.47,82.88,15,63537,70
3699,82.4,81.71,8,30887,188
3700,39.12,56.49,6,65760,541
3701,58.33,60.53,9,77969,92
3702,26.43,77.38,4,44105,235
3703,59.99,47.53,4,67126,313
3704,9.76,82.57,6,52018,365
3705,21.88,82.46,13,23953,443
3706,80.47,41.06,14,62346,542
3707,25.74,58.6,2,28335,200
3708,90.36,68.03,16,28413,402
3709,98.22,49.07,6,43886,562
3710,90.82,64.12,5,46148,127
3711,47.96,60.53,2,61194,497
3712,59.99,41.73,14,25951,528
3713,9.11,68.11,9,25806,174
3714,26.23,80.4,3,28114,559
3715,75.77,77.23,15,36265,321
3716,56.02,64.63,1,41530,560
3717,98.6,71.2,13,77043,243
3718,91.48,42.24,17,41513,99
3719,82.01,69.8,3,35356,335
3720,35.77,45.47,7,23649,362
3721,78.38,85.0,9,75288,533
3722,36.17,66.71,15,36971,326
3723,50.19,56.96,2,56861,113
3724,85.98,87.33,1,62352,92
3725,56.6,41.71,2,56960,585
3726,61.94,49.94,8,29587,527
3727,28.59,62.72,2,58386,65
3728,62.81,57.54,2,73748,202
3729,9.55,60.59,3,25053,564
3730,50.69,82.07,15,34660,371
3731,39.33,94.41,10,42690,337
3732,59.76,58.44,8,71321,55
3733,62.44,79.8,5,61784,97
3734,99.18,92.02,9,79351,95
3735,55.28,60.24,1,40300,414
3736,96.21,54.62,7,72602,270
3737,83.63,54.37,1,44326,142
3738,38.34,74.91,3,29195,51
3739,84.4,36.07,10,65523,478
3740,67.98,37.42,3,32449,453
3741,59.62,94.71,6,32108,273
3742,28.18,46.27,2,62023,552
3743,56.4,84.93,3,78498,88
3744,63.19,71.73,1,40692,203
3745,91.79,53.4,15,45146,276
3746,83.38,59.96,12,42369,552
3747,31.11,60.86,2,54347,560
3748,50.69,45.92,12,23135,322
3749,53.29,49.18,9,72877,473
3750,93.98,67.4,7,79717,391
3751,52.08,74.98,10,73505,577
3752,68.58,46.23,8,50257,80
3753,46.12,64.42,9,56575,543
3754,96.7,88.32,4,36724,429
3755,75.5,71.18,2,38027,533
3756,70.11,73.4,7,33682,466
3757,7.1,52.03,12,53140,449
3758,63.61,89.52,10,30949,363
3759,62.93,41.18,6,23645,391
3760,53.48,64.81,7,51423,277
3761,14.73,73.05,7,60457,315
3762,8.64,77.27,15,72212,222
3763,97.29,84.0,15,42266,515
3764,91.5,51.49,5,78209,405
3765,28.98,84.54,5,51285,70
3766,64.48,63.42,16,38925,357
3767,89.02,66.53,6,74509,352
3768,35.75,35.45,15,64855,383
3769,99.31,39.45,13,53203,83
3770,70.93,39.88,7,47670,208
3771,53.91,40.03,12,39155,449
3772,73.1,38.36,13,40840,394
3773,82.86,73.57,14,31720,344
3774,40.89,93.62,16,63376,81
3775,59.24,46.23,4,45845,344
3776,93.88,74.39,16,64777,123
3777,62.4,43.79,3,72036,420
3778,20.3,82.04,5,38586,198
3779,92.26,75.18,7,67363,166
3780,79.71,41.67,14,78750,585
3781,46.01,55.88,17,58744,410
3782,12.68,63.05,6,27796,169
3783,60.27,56.84,5,55349,145
3784,80.8,44.43,4,58304,412
3785,19.27,71.54,9,44165,457
3786,97.34,49.63,6,37542,130
3787,35.57,94.46,6,78721,364
3788,5.67,84.39,4,25249,497
3789,68.48,81.23,8,63281,437
3790,40.1,71.76,11,67539,505
3791,86.54,83.05,13,35015,245
3792,77.65,48.82,16,28054,263
3793,65.04,39.07,9,58400,53
3794,81.06,74.82,10,47208,584
3795,12.59,54.31,6,44742,162
3796,86.46,41.83,9,49933,377
3797,70.46,60.88,15,28479,188
3798,73.53,57.06,14,62505,223
3799,49.68,70.85,7,70928,529
3800,26.49,78.08,17,33097,148
3801,14.08,47.86,13,54375,198
3802,75.55,81.25,7,59445,184
3803,8.65,56.77,13,63486,121
3804,76.85,77.59,2,28437,574
3805,16.7,83.92,10,68316,106
3806,92.11,61.54,11,32450,68
3807,15.83,71.6,12,37326,534
3808,46.0,64.7,7,33263,54
3809,60.27,93.88,6,70541,184
3810,80.65,68.09,2,26685,95
3811,44.86,92.8,1,23981,551
3812,30.72,85.61,12,28937,172
3813,28.71,81.27,2,23579,497
3814,67.01,80.5,16,57860,184
3815,82.69,87.23,8,40311,208
3816,90.82,36.62,13,54600,446
3817,78.91,90.33,1,45128,83
3818,73.82,36.63,12,69385,423
3819,70.15,49.15,10,74242,330
3820,85.53,42.74,17,66092,82
3821,64.27,42.97,2,47869,143
3822,20.89,49.26,8,47037,545
3823,34.27,59.34,4,53927,475
3824,73.08,43.86,8,44509,499
3825,86.62,80.01,15,23070,94
3826,49.59,50.11,2,32712,240
3827,58.31,52.0,7,38465,187
3828,88.18,90.5,15,59403,396
3829,14.64,70.72,14,70409,533
3830,74.16,85.8,9,37554,463
3831,50.38,62.32,9,68214,372
3832,67.18,87.41,4,50947,126
3833,72.49,37.4,3,46909,488
3834,12.21,79.64,7,26494,61
3835,8.23,89.88,3,42244,170
3836,60.13,45.45,4,48021,167
3837,86.13,56.28,7,70351,424
3838,55.44,43.92,3,52041,547
3839,39.97,36.56,16,65614,518
3840,59.73,61.61,14,32013,401
3841,20.53,37.91,6,68015,570
3842,19.4,56.92,12,73384,261
3843,67.12,56.18,10,29721,302
3844,64.33,65.77,10,50847,221
3845,53.37,93.16,7,36250,485
3846,64.93,72.14,9,64811,141
3847,42.06,78.4,9,36074,494
3848,86.14,93.35,11,73542,542
3849,98.35,91.77,1,61170,175
3850,73.76,39.96,5,48922,521
3851,34.03,67.28,12,76299,303
3852,23.43,40.76,1,57700,505
3853,55.25,76.12,11,34465,338
3854,32.66,82.53,3,49517,103
3855,82.58,60.34,17,66290,120
3856,54.23,88.08,11,41259,475
3857,93.6,48.33,2,66280,63
3858,77.59,56.45,14,79793,117
3859,56.04,41.38,10,78588,476
3860,61.36,36.78,4,65225,536
3861,50.65,69.79,11,67262,87
3862,94.91,52.09,13,36940,263
3863,68.13,55.24,2,27760,579
3864,34.54,36.33,10,69307,159
3865,75.3,65.12,10,65747,354
3866,33.13,74.01,14,66943,208
3867,80.29,40.77,14,43323,70
3868,66.27,89.15,16,75924,134
3869,63.8,77.7,2,70256,164
3870,16.81,88.5,10,76138,309
3871,74.3,43.65,10,37994,131
3872,70.31,81.03,3,73953,488
3873,61.84,62.7,6,29790,286
3874,64.51,52.22,2,75467,372
3875,74.38,79.84,7,31306,314
3876,79.04,71.85,15,34865,449
3877,89.93,81.36,9,33777,569
3878,7.69,47.39,3,78855,190
3879,18.62,59.09,9,43076,191
3880,31.14,58.01,9,27935,255
3881,56.69,68.66,7,29469,413
3882,94.38,92.47,14,58199,251
3883,26.68,92.04,11,44299,245
3884,89.87,61.49,13,50979,377
3885,80.34,77.48,4,78076,148
3886,28.99,89.63,8,67918,268
3887,36.75,52.99,11,28231,319
3888,92.51,78.62,9,70054,277
3889,90.16,48.88,16,51088,325
3890,97.53,46.66,13,66531,256
3891,31.44,81.49,8,27178,474
3892,39.79,85.07,17,45806,396
3893,39.72,42.86,11,35536,230
3894,28.33,90.03,9,23272,304
3895,98.04,61.47,7,53699,57
3896,19.25,85.36,16,24493,291
3897,77.16,71.38,14,28344,362
3898,48.78,46.31,3,62124,562
3899,83.25,71.78,14,79837,383
3900,16.71,73.31,13,59004,186
3901,19.67,57.86,14,24628,315
3902,7.9,35.38,11,37914,145
3903,89.86,68.53,12,57343,462
3904,31.07,86.47,4,67529,364
3905,92.71,66.23,11,53702,433
3906,89.64,94.79,14,73714,575
3907,46.33,49.65,13,33647,169
3908,84.59,94.63,5,61701,572
3909,23.72,69.07,11,47946,77
3910,97.65,60.13,14,39439,53
3911,10.7,58.03,12,40108,371
3912,28.29,40.5,14,43126,426
3913,64.7,71.38,11,57800,203
3914,26.42,72.56,3,76122,153
3915,38.49,73.66,4,42278,368
3916,94.48,37.35,6,57517,274
3917,47.9,53.98,4,56420,537
3918,58.51,66.32,2,24638,384
3919,86.61,64.04,10,69599,256
3920,87.08,59.09,5,52294,372
3921,38.16,73.87,7,41347,554
3922,5.96,78.61,11,40786,509
3923,22.79,91.88,13,46815,381
3924,76.23,45.19,14,50093,490
3925,18.11,61.75,14,35624,511
3926,19.81,71.52,12,77359,319
3927,67.75,89.61,4,57899,336
3928,89.33,48.03,3,60507,329
3929,67.3,83.38,1,42255,292
3930,53.08,43.47,4,35765,106
3931,74.61,35.14,10,49842,292
3932,18.11,55.72,11,77359,184
3933,22.57,44.22,15,43042,279
3934,74.58,38.06,3,75276,224
